x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,label
61,38,6,426,2128,27,202,161,1437,1437,0,0,45591,2572,14825,284,105,63,0
2488,581,723,5589,2330,2034,9849,2417,1947,1904,16.4227,-2.0156,51146,3820,17808,676,222,105,0
26,14,5,854,2343,65,337,82,666,665,2.5008,-0.5089,32404,1989,12402,763,266,149,0
144,44,18,2163,2509,91,621,223,1492,1493,7.3087,-3.2628,46277,1980,11993,544,197,136,0
119,29,30,1063,2903,322,1488,373,1131,1131,2.844,0,41751,4025,20727,842,273,160,0
155,20,29,1839,3014,43331,1824,281,1068,1068,1.3296,-0.9527,40757,3596,18709,859,288,148,0
0,0,3,2272,3214,42,6,0,916,916,0,0,38058,3200,15962,0,0,0,0
35,0,7,3961,5204,12,62,0,3569,3569,0,0,63201,3038,12462,404,166,5,0
15,0,102,27955,9209,1425,109,4,328,328,0,0,21750,3200,12490,0,0,0,0
3,0,6,1580,1898,178,9,0,430,430,0,0,25424,2730,438,0,0,0,0
15,0,2,1596,1911,33,86,2,884,884,0,0,37411,3219,11645,2685,895,2,0
1,0,0,1727,1936,17,20,0,280,280,0,0,20440,3200,8591,0,0,0,0
0,0,0,1700,1988,12,8,0,204,204,0,0,17925,3200,10900,0,0,0,0
125,5,36,1478,2046,418,1287,119,1130,1130,0,0,41739,3492,10797,221,43,26,0
26,28,6,739,2200,132,295,140,503,487,3.4782,-0.1859,27278,1392,8822,1347,474,246,0
0,0,0,1769,2250,13,27,0,52,52,0,0,12223,3200,20505,0,0,0,0
0,0,4,1677,2425,8,3,0,1723,1723,0,0,49282,2919,17040,0,0,0,0
0,4,0,2062,2589,5,3,48,196,196,0,0,17680,3232,5836,0,0,0,0
34,25,155,2403,2671,231,53,47,5724,5724,3.0885,-1.6601,70911,3215,13479,31,10,9,0
215,3,38,1828,2807,210,1215,48,925,925,0,0,38200,2956,15880,532,171,68,0
41,0,12,4730,2968,607,1734,9,340,340,0,0,22322,3246,19207,5103,1869,4,0
372,9,122,6029,3047,2359,4774,167,545,545,1.9504,0,29146,3074,12416,881,71,46,0
187,43,51,4632,3154,265,792,147,1902,1900,3.5147,-0.4655,51081,2220,8503,1521,151,35,0
866,288,52,2742,3452,853,6969,2674,1401,1401,0,0,45148,5273,16649,117,69,30,0
1,0,0,2668,3480,19,19,0,528,528,0,0,28514,3200,20367,3,1,1,0
14,2,10,3029,3635,37,44,3,1498,1498,0.8823,0,46410,3200,14394,2,1,1,0
293,52,73,4876,3644,966,2044,351,865,863,2.1895,-0.1049,37017,3570,18335,375,138,53,0
86,6,804,3635,3739,1117,171,11,3267,3267,1.5252,-1.0328,61415,3247,12272,13,5,5,0
129,3,13,3130,3891,108,697,15,2295,2295,0,0,54663,4053,14101,1271,371,99,0
1,0,3,2949,4136,23,7,0,605,605,0,0,30820,3200,20434,0,0,0,0
21,1,9,3947,4396,22,40,1,2538,2538,0,0,57027,3232,12363,143,26,3,0
1,0,3,4418,4922,249,56,11,107,107,0,0,15168,3200,18801,0,0,0,0
5,0,16,6800,4972,117,73,5,970,970,0,0,38926,3236,13722,16,6,5,0
24,0,14,6189,7174,132,104,13,1283,1283,0,0,43638,3221,14696,369,122,59,0
35,1,70,6270,7618,280,182,10,900,900,0,-0.9502,37726,3220,14718,601,207,90,0
488,4,88,89357,8574,464,2442,23,3338,3338,0,0,61836,3200,10092,9166,3023,1,0
458,131,134,8611,8723,647,2732,1189,1259,1246,5.0323,-1.9017,43201,3731,14011,351,119,58,0
11,0,13,8514,10050,902,1035,44,644,644,0,0,31951,3198,1551,335,49,2,0
9,0,2,8302,10702,55,68,4,248,248,0,0,19291,3197,11770,75,15,9,0
64,2,38,23211,10992,5254,9676,379,122,122,0,0,15990,2952,5659,5039,1790,1,0
387,13,343,12260,12219,494,634,14,6123,6123,1.5554,0,71509,3126,15115,4073,1396,176,0
112,0,104,16584,22167,2349,2383,1,491,491,0,0,27353,2738,9867,0,0,0,0
53,3,20,58081,24249,568,1820,59,374,374,0.6695,0,23420,2744,2760,3110,233,183,0
1287,5,130,40252,30663,213,2158,7,3117,3117,0,0,60934,3225,11478,270,52,10,0
1890,104,928,67464,80201,8328,18122,1275,646,644,24.3683,-15.9217,31964,2909,12988,8,3,3,0
128,99,47,1961,1978,460,1339,868,667,660,8.9852,-3.2559,32360,2292,10398,330,121,74,0
73,0,923,1787,2130,1951,155,0,3924,3924,0,0,64465,2722,8430,0,0,0,0
32,24,13,515,2162,36,208,54,899,889,4.7981,-1.2432,37534,1587,6997,728,229,96,0
330,187,87,1374,2817,262,1457,760,2801,2790,8.6547,-6.1359,58985,2614,11823,879,296,122,0
29,4,7,705,2818,360,1734,285,333,333,0.6566,-0.1658,22083,4591,10727,0,0,0,0
456,257,136,2801,2958,526,2635,1137,2187,2146,27.9492,-13.2115,53194,3979,18349,143,50,44,0
32,21,30,6249,2962,1800,604,109,429,429,8.7731,-2.5172,25384,3159,9410,3,3,1,0
401,471,97,1507,3002,309,1664,2285,3363,3352,33.5991,-15.1711,62024,4313,19348,1261,478,280,0
8,1,5,3313,4068,49,46,9,1324,1324,0,0,44079,3179,9823,173,34,17,0
686,142,120,4601,4436,3387,24600,1661,1331,1310,12.7822,-4.977,43984,4628,22571,453,167,57,0
8,1,28,4254,4927,608,219,14,878,878,0,0,37321,3198,6772,52,18,4,0
12,0,45,4783,7133,874,208,0,1068,1068,0,0,40740,3200,2381,0,0,0,0
4,0,7,14520,8676,164,199,2,469,469,0,0,26780,3233,6569,9,4,3,0
53,1,89,8350,10078,814,468,2,2238,2238,0.5067,0,54040,3203,5575,0,0,0,0
0,0,1,8106,10612,11,13,1,1130,1130,0,0,41726,3193,9329,0,0,0,0
14,0,7,8333,10832,104,66,8,700,700,0.0751,0,33312,3196,9121,144,44,39,0
128,95,11,2828,1967,100,1535,1045,399,410,11.8206,-11.5304,24473,1194,5136,62,21,20,0
132,8,45,1972,1976,295,967,43,741,739,1.8673,-1.0934,34226,1759,9916,628,215,94,0
21,13,7,1024,1988,62,135,66,1733,1741,1.2361,-1.0033,49486,3772,19765,1100,419,152,0
42,1,45,585,2007,172,175,3,1842,1842,0.4289,0,50559,2918,6405,669,54,26,0
55,4,43,1341,2141,453,577,68,771,771,0,0,34879,1908,5532,198,35,25,0
3,0,3,1841,2280,438,63,1,1059,1059,0,0,40575,3200,665,0,0,0,0
28,4,27,7068,2361,462,505,62,584,584,2.0146,0,30152,3199,17503,1801,573,165,0
94,3,49,853,2400,92,175,9,2289,2289,1.2829,-0.6869,54573,1302,8780,1631,653,301,0
51,2,16,2840,2455,113,229,11,1459,1459,0.8245,0,45842,3420,19002,3003,1100,279,0
180,106,33,1759,2466,304,1665,1319,918,914,1.0917,0,38028,3157,17236,431,163,76,0
29,24,9,4318,2874,50,189,182,925,925,0,0,38216,1777,4636,106,38,32,0
2,0,4,33774,3340,682,246,40,55,55,0,0,12437,3208,13642,0,0,0,0
99,2,7,2185,3343,97,618,20,1353,1353,0,0,44456,3164,13105,1167,370,151,0
19,0,3,3152,3508,140,246,33,1012,1012,0,0,39768,3056,11702,2690,877,321,0
0,0,0,3319,4230,12,10,0,895,895,0,0,37592,3200,12170,0,0,0,0
396,5,54,7551,8541,341,2950,33,1078,1077,2.2628,0,40940,3199,12192,2849,928,55,0
44,34,58,15692,18737,952,776,529,556,556,2.6402,-2.2013,29427,3179,9705,16,6,6,0
2,0,4,1620,2226,13,5,0,2656,2656,0,0,57662,3200,401,0,0,0,0
181,17,31,911,2285,305,1346,204,1375,1376,3.0152,-1.2046,44885,3850,19602,1214,438,111,0
4382,1454,924,2773,2666,1322,6926,3040,4729,4727,40.5419,-19.8129,67232,3422,17393,598,204,83,0
0,0,0,2478,2929,76,11,0,100,100,0,0,14760,3199,11992,0,0,0,0
17,0,9,1103,3116,57,98,1,628,628,0,0,31485,1306,6257,426,151,81,0
828,104,109,2775,3642,919,4964,820,1531,1519,13.9875,-4.9143,46658,4555,18260,264,125,44,0
165,11,67,4395,3958,296,989,57,996,996,1.1726,0,39358,3574,7553,316,100,67,0
184,51,21,1704,4525,373,2722,507,402,402,0,0,24271,1516,8215,111,37,30,0
171,128,45,3586,4915,366,816,565,2223,2223,8.9173,-4.9984,53990,3060,14509,702,250,136,0
57,1,20,6575,5007,381,1063,35,618,618,0,0,31178,3059,5170,1949,75,18,0
248,37,127,5012,5125,1395,2479,683,1235,1228,8.2233,-0.7025,43034,3916,14194,1061,374,74,0
111,34,37,6889,5651,388,1399,271,1619,1597,9.1391,-2.315,47422,4633,14656,235,55,19,0
488,11,138,10549,10442,299,1155,39,5305,5305,1.3633,0,69214,3218,13726,5881,1971,687,0
34,6,29,10446,11006,329,282,51,1337,1337,1.0342,-0.9391,44185,3228,5450,1703,15,10,0
15,1,82,11704,11873,208,38,4,2882,2882,0,0,59531,3187,3505,8,3,3,0
18,0,8,12738,15533,51,62,44,799,799,0.3288,0,35629,3081,5923,105,31,20,0
2,0,4,27176,31431,446,247,3,208,208,0,0,18082,3201,792,0,0,0,0
52,1,105,51474,46767,2580,1016,13,1007,1007,0,0,39713,3191,10889,39,13,8,0
728,41,1031,165967,61655,31939,21654,998,239,239,0,0,19063,2992,7831,8,4,3,0
138,704,13,1380,1928,76,801,5159,2704,2729,17.7281,-28.0393,58257,4664,16014,1297,536,144,0
335,102,366,1748,1941,584,543,179,3110,3095,10.6373,-5.4882,60695,1721,8412,719,240,161,0
139,3,30,2417,2484,450,1322,57,1004,1004,0.9479,0,39677,3148,13514,2579,717,249,0
5,0,1,2699,2618,12,24,1,1059,1059,0,0,40575,3201,9226,298,57,36,0
164,26,70,2428,2755,1067,2555,146,778,776,2.3127,0,35016,3379,21655,485,161,100,0
44,1,51,2498,2760,257,314,11,1757,1757,0.4324,0,49679,3201,12549,61,21,17,0
285,5,198,3397,2897,2998,1491,145,569,569,1.1685,-0.3166,29868,3007,9551,58,17,15,0
36,37,32,3103,3726,250,228,224,428,422,4.0098,-2.7052,25021,1424,9368,34,15,14,0
267,26,31,2078,4938,603,4067,283,972,974,1.9004,-0.7884,38953,3313,18313,441,158,81,0
232,5,139,10289,7940,176,307,13,7937,7937,0,0,77382,2910,5480,7481,262,7,0
13,0,2,9857,10764,58,146,6,423,423,0,0,25193,3162,22831,4520,1588,25,0
458,37,173,123851,45077,2296,5723,208,2319,2319,0.6489,0,55016,3171,7309,2517,20,8,0
128,14,12,1118,1963,142,1218,187,385,385,1.4413,-0.4379,23734,1646,9782,340,116,70,0
639,33,264,1486,2112,413,1082,187,9309,9290,3.9716,-0.0855,82619,3504,6650,5801,526,41,0
2,0,2,1761,2334,6,3,1,2994,2994,0,0,60131,3232,16375,4,2,1,0
116,26,29,1364,2760,353,1588,281,1360,1358,1.3011,-0.4843,44582,3378,18070,1476,560,199,0
2,1,4,2744,3077,136,24,4,811,811,0,0,35903,2921,9426,0,0,0,0
357,10,95,2944,3254,1159,4867,289,479,479,0.1825,0,27040,3170,9737,1561,357,30,0
685,88,119,12343,7986,412,3121,432,1977,1971,2.7184,-0.2796,51754,3092,15249,0,0,0,0
1,0,1,1490,2010,13,7,0,259,259,0,0,19641,3200,3418,0,0,0,0
84,1,20,12571,2234,2860,12418,206,68,68,0,0,13274,2726,6683,4,2,2,0
442,29,301,4669,2375,1479,2269,97,2904,2896,7.139,-0.7123,59636,3199,15853,4580,1135,36,0
31,1,108,4081,2474,367,80,9,2036,2036,0,0,52326,3208,12828,0,0,0,0
199,10,53,1292,2485,430,2324,88,1283,1285,1.1414,-0.546,43666,3001,14544,1220,193,87,0
55,4,21,1207,3105,413,691,204,506,506,0,0,27721,2185,14403,1477,452,168,0
259,50,70,3914,4215,1006,3760,805,883,884,4.3278,-4.6544,37401,4100,18406,161,60,39,0
5,0,10,3298,4224,81,55,0,1808,1808,0,0,50212,3247,5750,130,45,30,0
380,26,81,3935,4304,1216,4465,370,698,698,0.9373,0,33173,3179,14216,970,323,115,0
9,0,11,3811,4474,67,38,0,2723,2723,0,0,58156,3240,8934,3924,1186,77,0
1018,157,254,2668,4948,671,2819,391,3010,2955,25.4386,-3.9213,59995,2439,8820,1455,277,149,0
5,0,13,3955,5839,18,6,0,4479,4479,0,0,66583,3200,13376,0,0,0,0
4,0,10,4922,6025,27,10,0,2192,2192,0,0,53647,3219,4122,81,3,2,0
29,1,111,18766,7253,5123,1185,6,368,368,0,0,23295,2671,8538,59,13,9,0
37,13,129,10279,10160,1189,253,90,923,923,3.0247,0,38186,3103,8121,165,2,2,0
18,0,148,7038,10225,636,105,0,2352,2352,0,0,55443,3200,11054,0,0,0,0
354,35,273,24719,11164,3932,5335,591,645,645,0,0,31977,3149,11573,194,21,15,0
2,0,4,11086,14793,230,229,6,211,211,0,0,18222,3207,19375,0,0,0,0
750,35,1319,32962,32348,2360,1628,108,2351,2352,7.9055,-2.4363,55442,3198,11370,12,4,4,0
42,0,24,107876,113374,461,802,15,558,558,0,0,29452,3160,10368,3987,622,61,0
69,71,32,1510,1936,183,871,566,825,825,0.7537,0,36221,3166,20474,351,122,63,0
1,0,1,1416,1986,21,1,0,95,95,0,0,14277,3200,16057,0,0,0,0
289,150,113,1881,2192,360,1308,716,950,941,19.7415,-7.5986,38521,1415,8631,368,156,125,0
193,115,51,2114,2986,330,1271,772,1883,1862,6.5269,-6.1939,50740,4457,20265,3247,1215,180,0
36,6,14,3468,3476,79,271,11,1344,1344,0.1259,0,44296,3073,10938,1657,419,126,0
0,0,5,5164,4968,133,18,0,190,190,0,0,17497,3202,8328,0,0,0,0
9,0,31,4171,5020,275,56,1,1159,1159,0,0,42233,3206,10127,219,217,2,0
16,0,15,8684,10892,37,53,0,6225,6225,0,0,71743,3230,4459,7759,208,81,0
36,6,69,18382,20384,1331,594,65,668,668,0.5576,-1.1315,32446,3229,7175,3,1,1,0
55,1,23,2513,1949,494,1156,36,222,222,0.4383,0,18655,1523,7227,606,192,37,0
270,454,56,1154,1965,381,1619,1318,1970,1979,9.205,-11.7228,51797,3546,18647,340,116,76,0
19,114,1,385,2060,26,211,1094,472,452,10.4547,-3.5251,26059,1296,6610,24,11,11,0
2264,194,504,4731,2111,8489,29411,2241,1271,1279,8.5168,-8.9888,43614,4935,20182,241,111,36,0
1,0,7,2129,2141,138,4,0,940,940,0,0,38475,3059,2238,9,3,2,0
64,5,12,1489,2432,28,194,10,1451,1451,0,0,45758,1381,8075,1239,450,183,0
737,172,446,6988,3153,820,1738,401,2494,2477,30.1796,-9.7482,56522,1533,9150,122,44,32,0
623,194,128,2859,3395,643,3328,1305,1592,1583,6.9448,-1.8949,47269,3619,17821,510,175,85,0
0,0,8,1555,2057,15,6,0,3107,3107,0,0,60838,2851,3309,0,0,0,0
37,14,4,709,2219,58,330,39,520,520,0.9052,0,28201,1584,9453,192,70,45,0
80,572,23,2244,2342,122,577,2749,1245,1219,27.2683,-12.4729,42949,2633,10050,262,90,62,0
93,9,22,239,2370,197,601,57,820,820,0,-0.1955,36113,2898,11867,188,56,43,0
463,41,141,4286,2838,3842,11613,667,784,784,3.0239,-1.7878,35183,3910,17965,839,352,23,0
464,47,55,1541,2898,500,3118,296,918,919,0.3383,-0.1403,38072,2980,16005,1267,442,103,0
12,0,9,2597,3000,79,122,2,541,541,0,0,28981,3128,6906,10,5,5,0
0,0,4,2508,3134,28,7,0,1322,1322,0,0,44051,3200,854,0,0,0,0
341,465,130,6257,3409,445,1027,1173,3657,3620,32.0064,-10.9913,63426,3829,16595,983,343,187,0
1,0,1,2919,3816,47,28,0,341,341,0,0,22418,2899,9729,0,0,0,0
8,5,24,3500,3861,351,129,38,1063,1065,0.2473,-1.3836,40696,3206,14424,0,0,0,0
6,0,7,3181,4179,48,32,0,887,887,0,0,37473,3213,2869,0,0,0,0
94,1,14,4999,4462,29,259,1,3283,3283,0,0,61571,3172,12029,166,49,17,0
6,0,5,3893,5172,320,209,6,887,887,0,0,37479,3240,311,0,0,0,0
0,0,1,4116,6096,13,6,0,270,270,0,0,20109,3234,9627,0,0,0,0
78,2,27,24889,10741,273,733,10,737,737,0,0,34186,3110,2542,2260,52,3,0
50,1,21,12274,13574,566,1115,9,401,401,0,0,24262,3147,8648,5724,193,102,0
30,0,11,27902,35760,480,144,1,189,189,0,0,17333,3200,8060,0,0,0,0
15,5,31,50901,69466,2502,621,100,1713,1713,1.765,0,49180,3208,12081,4,2,2,0
166,4,78,1689,2025,177,384,14,4255,4255,0.9189,0,65541,3896,15134,1197,414,224,0
15,0,5,1998,2141,75,204,26,588,588,0,0,30302,3202,13256,76,14,12,0
123,74,21,1415,2230,231,1327,270,1261,1255,9.0942,-2.2892,43315,2953,16321,361,132,93,0
904,305,245,3799,2471,1027,6531,2217,1188,1161,14.7089,-3.266,42310,3558,15747,202,71,49,0
485,255,25,592,2524,159,2550,2187,1659,1675,10.8888,-10.8575,48604,4579,17489,278,106,62,0
1154,117,544,2035,2548,977,2820,445,3011,3020,9.6407,-8.8916,60336,2802,12157,1402,618,108,0
458,122,114,3945,2553,1002,3156,1300,1689,1678,6.7947,-3.7128,48657,3848,16093,1130,335,129,0
0,0,5,1978,2789,33,2,0,928,928,0,0,38261,3200,648,0,0,0,0
95,5,50,4139,3698,235,349,57,953,953,0,0,38634,1194,7482,639,183,71,0
1,0,6,3545,4543,168,20,3,455,455,0,0,26172,3173,12952,0,0,0,0
1,0,69,4045,5370,788,57,0,408,408,0,0,24459,3188,13224,0,0,0,0
8,0,39,10066,11860,155,39,0,2795,2795,0,0,59032,3199,8361,0,0,0,0
0,0,4,1713,2185,30,3,0,2627,2627,0,0,57542,2948,711,0,0,0,0
19,2,12,1947,2227,51,78,2,1804,1804,0,0,50177,2979,6737,63,17,10,0
15,7,3,415,2268,24267,713,109,323,320,2.2197,-0.5339,21662,2658,9422,0,0,0,0
1,0,1,1522,2376,11,4,1,196,196,0,0,17666,3215,9818,0,0,0,0
702,42,151,3530,2515,1603,8320,837,797,791,5.9845,-0.8979,35531,3610,13306,37,9,5,0
14,1,1,2664,3039,39,297,6,643,643,0,0,31881,3200,9778,2328,855,25,0
27,1,126,3126,3102,280,60,2,3920,3920,0,0,64462,2828,7714,1035,6,6,0
10,4,44,3543,3818,115,47,7,1631,1631,0.6361,0,47850,3219,8866,433,116,56,0
3,1,8,4140,4706,481,57,20,352,352,0,0,22746,3230,4991,9,3,3,0
13,1,7,1351,1925,39,122,2,1153,1153,0,0,42114,2970,7114,877,303,72,0
172,38,13,1400,1928,293,3791,879,333,345,0.8202,-3.8374,22590,2821,11182,22,9,9,0
5,0,0,1408,1962,4,30,0,484,484,0,0,27179,3225,20070,0,0,0,0
357,84,72,2209,1962,918,3318,1067,1069,1062,3.5421,-1.4849,40638,4102,18832,495,179,72,0
3116,129,663,26569,2027,1669,8552,416,3363,3358,8.5905,-4.4935,62060,3038,15038,2340,709,277,0
73,80,21,1301,2061,222,901,532,623,613,7.0162,-2.0179,30988,2141,10316,141,76,38,0
2,0,6,2210,2214,41,12,8,726,726,0,0,33995,3196,2242,34,8,8,0
0,0,0,1826,2595,8,3,4,568,568,0,0,29840,3200,10613,0,0,0,0
11,2,16,2396,2900,272,201,27,820,820,0,0,36111,3231,7364,48,17,5,0
33,2,11,6766,3251,152,211,34,816,816,0.6425,0,36058,3220,13477,341,121,26,0
27,1,85,3875,3783,757,280,46,728,728,0.6268,0,34021,3209,12183,0,0,0,0
11,0,7,3738,4538,120,82,4,700,700,0,0,33309,3227,13542,39,15,7,0
1793,45,420,5613,4883,6227,24813,546,761,761,2.6962,-1.5623,34757,2710,14792,1319,433,32,0
23,1,14,4259,5915,44,60,4,6949,6949,0.3104,0,74485,3203,10842,6150,2003,8,0
0,0,0,8819,10680,5,19,0,448,448,0,0,25965,2825,5738,0,0,0,0
2,0,27,11486,13006,115,47,0,1298,1298,0,0,43842,3203,12288,9,1,1,0
14,1,2,13092,13587,91,275,18,645,645,0,0,31974,2974,12900,2487,870,521,0
83,0,120,33281,29830,1025,472,1,801,801,0,0,35655,3199,14069,0,0,0,0
43,8,99,56210,44861,487,183,58,1917,1917,0.9066,-1.0435,51272,3202,7845,30,1,1,0
682,20,505,76202,73136,4660,3866,227,1622,1622,0,0,47723,3031,9239,582,118,50,0
335,8,312,14331,1977,7372,7395,167,379,379,1.2567,-0.9383,23644,3196,11865,257,93,51,0
4,0,11,1178,2020,53,5,0,1771,1771,0,0,49876,2979,960,9,3,3,0
144,46,5,835,2032,136,1540,583,1108,1114,1.4396,-1.7879,41484,4602,18686,264,96,61,0
121,42,21,2988,2059,273,2625,752,476,477,4.5247,-3.8194,26970,2780,11406,320,107,32,0
10,1,3,1351,2069,26,85,2,1573,1573,0,0,47137,3212,20639,3921,1422,21,0
0,0,0,1992,2283,13,33,0,56,56,0,0,12548,3240,2321,0,0,0,0
573,96,150,2865,2949,1124,5959,1701,1150,1159,3.057,-3.1526,42210,3840,15696,302,115,51,0
1,0,13,2244,2983,118,14,0,725,725,0,0,33969,2893,7712,0,0,0,0
3,0,4,3248,4198,27,9,0,2048,2048,0,0,52406,3226,5806,0,0,0,0
77,9,77,7897,5207,855,910,45,633,633,0,0,31624,3152,11260,97,35,30,0
8,0,6,5252,5892,39,45,3,1594,1594,0,0,47346,3208,19190,195,75,3,0
1835,34,1944,8836,6021,4916,4792,189,1830,1833,5.122,-3.3595,50526,3202,15864,426,158,95,0
5,1,3,14224,8114,263,483,11,92,92,0,0,14159,3246,7940,0,0,0,0
33,34,10,5395,10617,25,74,52,4768,4768,3.6702,-5.2458,67251,3219,13602,573,75,14,0
35,0,146,29067,22559,6889,1744,76,283,283,0.1213,0,20521,3223,3283,0,0,0,0
37,2,5,710,1915,14,109,19,1188,1188,0,-0.4124,42607,2612,8425,383,123,84,0
310,20,176,2652,1916,1587,2372,212,742,743,1.9549,-2.4817,34308,2663,12955,147,54,45,0
3,0,14,1306,1931,126,12,0,1366,1366,0,0,44654,3200,10477,0,0,0,0
16,0,14,1743,1948,212,157,2,727,727,0,0,34009,3248,8618,88,27,4,0
282,24,93,3418,2276,917,2391,339,1840,1839,5.4983,-0.8829,50540,3360,13483,5149,1789,47,0
43,26,7,1080,2422,36,827,1150,605,604,2.4261,-1.7239,30782,2265,11668,34,16,14,0
353,69,164,5285,2496,973,1852,603,1600,1595,10.2633,-3.459,47395,2573,13271,958,324,208,0
18,14,70,6465,3771,1112,243,183,398,396,4.0455,0,24075,3146,13050,4,2,2,0
51,28,50,4472,1909,558,825,133,569,569,1.734,-1.6645,29854,1710,8714,347,119,25,0
873,296,287,4348,1917,1642,5565,1657,3134,3137,17.4587,-8.4408,61077,4976,22150,2640,962,231,0
217,10,56,1502,1944,187,649,23,1980,1980,2.0519,0,51820,3444,5699,467,154,10,0
154,1,7,3208,1975,24,446,17,1410,1410,0.4348,-0.8823,45231,2209,6168,0,0,0,0
269,420,31,4695,1986,209,2111,2516,623,624,21.1919,-15.7522,31390,1224,7289,45,15,12,0
320,13,14,2687,2026,112,1478,131,2288,2278,2.9741,-0.2837,54459,4521,13484,2178,445,40,0
3836,645,721,2960,2176,1733,10711,1844,2093,2090,4.3539,-0.1466,52605,2630,11960,355,89,26,0
191,42,34,4105,2356,394,1691,330,661,657,6.0939,-2.2078,32328,1469,7529,68,25,20,0
2411,309,79,5874,2440,763,11477,1662,991,991,1.9175,0,39294,3216,12591,32,11,9,0
432,5,170,11133,3721,2020,4955,110,611,611,0.7847,0,30915,3225,13763,1630,118,48,0
6,0,8,4475,3884,74,83,3,585,585,0,-0.0655,30190,2896,7503,968,328,83,0
53,13,92,11720,4818,740,394,133,2700,2700,0,0,58009,3137,8883,5,2,2,0
1,0,21,3678,4912,121,7,0,1444,1444,0,0,45659,3200,2661,0,0,0,0
997,27,252,3125,4952,356,1610,49,8015,8015,2.0397,-0.5712,77448,4262,19223,2756,869,240,0
18,0,3,8611,10251,33,101,0,1738,1738,0,0,49437,3227,4982,6963,1139,11,0
737,12,2069,9876,10902,3172,1225,19,4080,4080,2.6378,-0.4925,64919,3212,11397,222,71,24,0
7,0,6,8368,11276,1062,90,7,687,687,0,0,32921,2868,11141,59,21,21,0
20,0,8,19234,22069,141,351,3,877,877,0,0,37312,3200,1177,3402,42,4,0
43,7,13,704,2021,57,161,18,961,958,1.7568,-0.0313,38775,1253,6999,390,138,82,0
0,0,0,1700,2244,14,10,0,44,44,0,0,11714,3199,15164,0,0,0,0
1,0,7,2150,2414,522,154,1,87,87,0,0,13826,3200,16923,0,0,0,0
231,2,53,1660,2493,70,295,4,7891,7891,0,0,77285,3191,14892,3369,1124,326,0
14,0,45,1546,2589,1084,255,0,456,456,0,0,26206,3200,11891,0,0,0,0
46,2,6,1874,4365,45,264,26,378,378,0,-0.2138,23609,1780,11075,0,0,0,0
2,0,5,4148,5050,164,62,0,550,550,0,0,29333,2836,8959,0,0,0,0
4,1,7,5227,5565,14,27,4,2098,2098,0.3372,0,52665,3241,5413,11,4,2,0
304,24,52,2267,2049,684,3860,415,1179,1179,2.2968,-1.0216,42468,4493,20419,524,189,106,0
5,0,0,1636,2229,2,47,0,362,362,0,0,22961,3199,4162,58,22,3,0
65,8,12,1016,2293,87,545,92,761,761,0,0,34748,2041,11878,845,383,65,0
22,1,21,2366,2336,230,238,8,306,306,0,0,21057,1854,2393,429,141,1,0
2123,214,169,1808,2354,1081,9689,1198,1426,1424,3.287,-2.2596,45360,2891,13434,546,194,109,0
14,2,20,1000,2381,233,239,42,1087,1086,0.2403,-0.1227,41017,3520,14986,6135,1535,45,0
247,14,61,4550,2393,204,952,101,1637,1635,1.828,-0.3589,47908,2181,8862,498,130,56,0
36,2,104,2793,2458,1625,243,25,605,605,0,-0.6074,30839,3163,12574,0,0,0,0
188,25,83,4542,2527,443,1015,170,2388,2384,3.6542,0,55925,4240,20249,2890,953,248,0
13,0,59,4833,2670,1009,202,0,530,530,0,0,28546,3202,14418,0,0,0,0
10,2,13,2410,2953,126,35,6,484,484,0.9371,0,27211,3194,2863,103,29,20,0
1257,151,637,26665,3389,8448,15704,1007,1290,1290,0,0,43742,3181,11359,134,43,29,0
3,0,2,6866,9104,17,13,0,1136,1136,0,0,41778,3222,11778,0,0,0,0
0,0,0,1529,1892,28,6,0,512,512,0,0,27923,3227,2010,131,41,19,0
108,123,11,1494,2075,123,860,1626,1283,1275,4.916,-2.755,43559,3751,7940,144,15,13,0
1,0,1,2731,2665,6,2,0,3679,3679,0,0,63621,3200,188,0,0,0,0
474,6,388,4377,3586,586,759,14,6604,6604,0.4637,0,73831,2765,15435,4018,1443,343,0
7,0,4,3761,4821,12,12,0,2214,2214,0,0,53939,3235,11026,83,15,12,0
5,1,6,3769,4929,42,37,10,858,858,0,-0.5606,36939,3234,13740,133,50,39,0
0,0,5,7699,9528,312,26,0,226,226,0,0,18834,3195,10889,0,0,0,0
65,1,12,45141,10174,89,334,2,912,912,0,0,38011,2690,13629,475,163,99,0
102,5,8,9135,10179,48,346,9,1318,1318,0,0,44022,3230,1707,97,36,12,0
91,0,53,71045,78386,755,1870,18,472,472,0,0,26854,3178,5956,147,27,17,0
2025,86,1229,4518,1939,13486,25462,827,1027,1027,0.6036,0,39987,3224,16955,644,200,46,0
145,76,57,1850,1941,202,421,607,2994,2992,6.8123,-3.1827,60119,3436,17590,948,318,175,0
549,15,158,3465,2002,1638,5045,136,828,828,0,0,36235,2027,9407,506,173,59,0
55,3,10,1340,2062,204,533,21,978,978,0.7802,0,39108,3220,17853,407,136,83,0
0,0,3,520,2112,58,33,8,509,509,0,0,27825,3179,12585,0,0,0,0
8,1,10,1157,2126,175,60,3,634,634,0,0,31653,1587,6526,1516,515,27,0
5,0,4,1837,2160,15,11,2,523,523,0,0,28309,3236,16186,0,0,0,0
