x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,label
37,8,21,10288,100,184,246,42,910,909,4.115,0,37936,3189,13630,79,29,14,1
45,43,13,72,145,52,307,148,1041,1038,5.8878,-3.4482,40242,1293,7539,106,33,26,1
219,98,45,101,174,263,1149,524,676,668,4.3477,-0.6751,32457,1384,8169,251,86,58,1
13,83,2,135,312,11,80,316,1028,1027,3.4505,-3.6906,39999,1388,7201,109,39,33,1
40,30,4,189,383,31,459,290,395,394,3.7104,-3.8609,24035,1492,7614,44,17,17,1
96,40,25,179,391,80,263,92,2842,2842,0.8501,-0.4913,59214,2732,15729,864,304,190,1
24,2,15,589,421,146,191,15,4154,4154,0.2123,-0.1036,65143,5128,15919,9204,3063,14,1
140,24,27,1495,438,201,2157,152,229,230,1.7573,-0.9244,18857,1196,5964,130,47,40,1
531,482,430,652,439,651,1077,1308,2571,2579,30.0111,-19.0831,57377,2102,11341,648,235,97,1
111,24,26,418,644,109,499,100,1394,1392,1.163,-0.2481,45085,1812,11725,1328,462,165,1
0,0,0,475,789,1,0,0,474,474,0,0,26912,3200,16910,0,0,0,1
63,244,21,129,842,90,480,2876,697,698,2.4301,-6.0717,33165,3350,13881,100,37,34,1
2,16,9,524,967,149,81,462,358,363,1.8382,-1.6685,22972,3174,9454,13,4,2,1
541,132,140,527,1341,253,1193,321,1201,1201,3.591,-1.5698,42713,1283,6494,115,39,26,1
77,7,5,168,208,54,873,90,885,884,0.3268,-0.4626,37438,3738,17791,447,164,63,1
148,6,28,1878,326,378,2208,78,638,638,0.2211,-0.6295,31760,2173,9081,282,90,25,1
101,66,16,1045,357,173,1226,532,1101,1101,0,0,41274,2979,11791,1502,535,190,1
553,119,55,895,405,357,4036,1321,1100,1101,6.7665,-5.4708,41241,3835,14053,382,142,97,1
41,0,64,980,1504,165,90,1,3437,3437,0,0,62596,3207,17904,3,1,1,1
12,1,0,1148,245,27,52,4,1115,1115,0,0,41522,3216,9188,205,27,14,1
200,17,19,1941,593,269,2504,197,705,705,1.2601,-0.1606,33375,3564,15870,284,94,43,1
483,124,226,658,873,505,1668,726,2881,2886,7.7299,-6.4241,59605,3632,15859,452,141,91,1
0,1,11,877,1093,47,1,1,1304,1304,0,0,43922,3207,4182,0,0,0,1
62,367,7,720,120,77,375,945,1732,1692,30.4645,-10.8009,48821,1742,8362,346,129,61,1
1486,865,233,1732,186,1000,6902,2939,2983,3000,40.6238,-39.037,60184,4291,17315,737,263,143,1
8,3,9,3830,198,31,25,9,3217,3217,0,0,61202,3199,4845,85,12,8,1
229,150,123,573,303,231,460,411,2159,2157,2.9079,-1.6025,53286,1391,6647,1235,401,134,1
10,9,26,1875,335,68,45,38,2545,2545,1.4533,0,57238,3224,14847,48,18,9,1
29,75,16,724,358,212,187,881,1446,1446,2.1136,-1.6189,45675,3686,16581,988,366,134,1
2,0,2,265,473,24,25,1,247,247,0,0,19242,3200,16446,68,15,15,1
2881,1499,974,3050,672,1763,6672,3370,5652,5584,75.5626,-34.017,70586,4435,19504,706,239,93,1
292,71,30,1355,1203,465,2415,677,1276,1273,5.1421,-3.7017,43548,2772,13146,2516,851,40,1
20,6,2,518,1378,50,269,132,322,322,0.4338,-0.2182,21671,1956,6355,139,28,18,1
64,7,41,1024,187,231,308,33,868,868,0,0,37181,1240,6653,28,10,10,1
185,64,3,721,288,88,2463,899,771,769,1.4111,-0.8854,34850,3732,15067,346,121,48,1
75,26,14,308,455,43,463,164,684,693,3.1795,-2.6706,33142,1393,6406,88,31,25,1
115,18,25,1176,501,645,2840,301,1123,1123,0,0,41657,2833,14883,1440,583,90,1
167,31,132,3829,828,2312,2204,258,498,498,0,0,27480,2230,11073,700,239,8,1
965,899,279,570,111,518,2513,2403,3379,3383,7.4873,-9.3963,62325,3456,13451,568,199,136,1
36,1,7,748,160,46,284,4,646,646,0,0,31986,1859,6380,687,215,42,1
2,4,2,199,197,29,42,41,1103,1103,0.2883,-0.1789,41301,3259,8018,600,2,2,1
135,1,16,404,260,48,258,10,2301,2301,0,0,54862,3389,13181,40,7,7,1
3,0,1,426,271,46,198,3,109,109,0,0,15338,1568,9986,198,64,42,1
99,7,79,6028,317,205,377,27,3102,3102,1.2168,-0.3355,60820,3139,14783,232,117,46,1
3,1,30,559,418,213,13,2,871,871,0,0,37227,3200,7775,0,0,0,1
121,13,21,703,446,290,1538,232,525,527,1.01,-0.2156,28478,3271,16459,549,201,67,1
30,24,19,24222,558,316,303,220,631,631,3.4825,-1.2815,31580,3158,11174,38,21,9,1
40,15,96,3213,917,461,449,291,469,469,3.9381,-0.4577,26790,3161,8437,162,42,16,1
287,190,25,964,1159,204,2436,1852,1793,1782,15.7969,-10.5878,50030,4621,20931,336,115,95,1
124,414,53,2389,1360,196,707,1745,1420,1404,15.6347,-6.2546,45176,2198,9223,382,130,48,1
509,33,145,1956,615,471,1416,172,2908,2904,2.807,-1.0545,59664,3753,12752,405,166,41,1
338,281,39,576,122,231,2105,1971,718,719,10.236,-6.7327,33815,2344,9885,334,130,43,1
32,6,2,209,201,24,363,109,319,319,0.3099,-0.4523,21569,1552,7662,10,4,2,1
484,6,429,533,390,931,1048,10,8044,8044,3.1984,-0.1592,77748,4167,14432,8387,2849,774,1
159,68,15,471,849,83,872,650,249,249,0,0,19312,1220,5768,20,13,10,1
63,15,43,3117,1151,662,1332,452,273,275,1.6458,-1.374,20168,1429,7525,5,3,3,1
32,12,4,796,1276,30,1137,697,305,305,0.4123,-0.1842,20990,3144,16617,261,102,41,1
694,16,1037,10464,0,1045,732,18,2934,2934,0,0,59813,3234,3919,9,2,2,1
125,32,65,4407,152,685,1236,361,825,824,7.079,-1.8515,36198,3122,10905,90,32,20,1
9,11,4,2874,212,53,60,146,509,509,1.4048,-0.989,27849,2957,12054,37,18,11,1
125,8,40,670,259,188,600,51,1359,1359,0,0,44602,1569,8787,1087,485,36,1
29,55,2,264,290,26,287,514,677,676,0.9461,-0.3622,32690,2589,9415,179,62,48,1
15,7,8,919,348,148,161,215,305,304,0.1663,-0.144,20918,1575,6127,11,9,2,1
2,3,2,415,467,23,54,77,437,437,0,0,25653,1596,6458,644,170,2,1
0,0,0,527,604,17,1,0,508,508,0,0,27796,3200,212,0,0,0,1
112,135,94,1492,694,294,457,597,1631,1627,9.8046,-3.9985,47766,2102,11802,524,180,92,1
2458,160,188,2988,905,845,11006,2364,363,363,12.5868,-14.5224,23014,1442,6996,32,11,9,1
1,0,0,258,978,0,1,0,4035,4035,0,0,64842,3200,8578,0,0,0,1
18,3,11,125,185,913,565,105,374,374,0.7984,0,23423,2964,9539,576,255,20,1
87,111,3,197,207,65,747,512,1239,1245,2.1458,-4.7798,43179,2169,11105,3,1,1,1
72,40,14,443,308,64,558,368,505,505,1.1128,-0.7659,27689,1392,7097,140,50,37,1
22,13,38,1858,385,592,236,211,537,535,5.0323,-0.9584,28671,3183,11009,25,8,8,1
662,330,577,551,45,841,1271,1038,1361,1370,26.5829,-19.4348,44730,1504,8864,0,0,0,1
482,350,118,4705,109,372,1458,1576,1148,1153,29.9153,-23.4204,42102,1555,9177,18,5,5,1
178,892,39,539,171,134,674,2801,1695,1639,70.9442,-48.66,47936,1940,6850,52,19,9,1
126,11,67,1567,173,790,1556,162,659,653,1.9367,-1.4101,32257,2177,7837,268,70,17,1
26,0,0,59,178,3,116,2,680,680,0,0,32745,1256,6245,448,161,31,1
0,0,0,243,284,28,4,0,502,502,0,0,27636,3190,6587,0,0,0,1
203,31,20,2378,310,546,4060,589,323,338,5.7812,-4.2892,22235,1504,8070,28,9,8,1
22,15,5,322,359,67,218,237,305,306,1.0263,-1.7025,20996,1213,5695,15,5,5,1
686,621,156,1121,363,463,1805,1614,3371,3350,39.8312,-34.1886,61928,3327,13189,317,102,72,1
186,9,23,422,370,644,2028,244,592,592,1.11,-0.6174,30466,2634,10912,130,49,19,1
14,3,1,143,415,18,189,60,169,169,0.7046,0,17015,2082,3056,0,0,0,1
219,18,52,825,801,221,932,118,1206,1206,1.561,-0.1558,42785,1820,12585,972,352,145,1
662,198,247,3095,831,4114,8483,2242,949,953,8.0743,-10.1045,38593,4206,13606,74,19,14,1
127,1,165,8162,961,1973,1832,17,1021,1021,0,-0.4775,39891,3176,15223,6620,2434,728,1
1,0,2,893,1808,4,7,0,4542,4542,0,0,67004,3200,3490,0,0,0,1
20,0,39,2726,95,138,75,2,2485,2485,0,0,56546,3230,10533,2338,606,84,1
5,164,4,413,249,18,18,990,818,838,5.5215,-6.0493,36517,1263,6623,45,17,16,1
60,23,10,1781,246,129,801,131,594,592,2.6172,-0.5469,30469,2172,9687,125,44,5,1
800,284,46,523,276,425,5167,3605,1085,1103,10.4149,-11.785,41301,4898,14205,148,64,44,1
5,2,2,524,580,11,80,17,545,545,0.6767,0,29111,2362,13653,578,198,104,1
3245,429,1277,1995,819,1920,5322,948,6414,6414,0.4966,-0.1724,72407,3604,14605,2724,641,145,1
1,0,5,1445,133,66,21,0,589,589,0,0,30310,3234,8703,139,48,20,1
33915,1545,2369,11763,180,4478,78838,4152,2952,2925,20.7797,-9.2249,59793,3461,12311,270,95,38,1
26,44,4,169,186,53,572,511,741,745,4.3622,-4.3357,34396,2014,12749,175,61,45,1
3062,110,1235,4351,976,3575,14079,1131,1100,1090,10.5509,-2.0116,41136,3644,17818,621,217,123,1
406,152,158,842,148,472,1345,460,1637,1649,9.2053,-14.727,48087,1995,10718,389,139,91,1
226,360,103,1160,177,592,1171,1734,2073,2109,16.0599,-18.7662,52784,3527,17854,1246,401,140,1
12,0,2,249,278,34,103,1,760,760,0,0,34729,2038,8093,314,115,6,1
0,2,0,1258,307,112,17,243,107,107,0,0,15200,3172,12304,0,0,0,1
1083,25,417,3754,467,914,2128,66,6554,6554,1.342,-1.6086,73488,2986,11475,7342,2507,22,1
2,0,2,420,549,8,6,0,3057,3057,0,0,60559,3200,611,0,0,0,1
739,9,599,887,1063,1769,2394,40,2775,2775,0.4547,0,58781,3063,16890,1238,492,298,1
28,5,41,1677,113,164,161,23,834,834,0.6827,0,36461,2938,6302,59,16,6,1
163,255,43,532,276,111,853,1040,1663,1671,11.1636,-8.4394,48519,2310,10387,327,125,81,1
1918,428,344,2710,480,7006,16380,3495,778,778,2.5393,-2.1919,35055,1757,6884,22,5,4,1
1359,844,244,3548,695,637,5180,3040,2750,2769,34.2357,-27.8848,58678,3844,14497,552,188,75,1
303,46,248,642,165,288,473,88,5998,6001,1.5627,-0.9404,71118,3020,13849,4384,1744,106,1
59,58,5,266,233,163,2395,1425,301,298,0.6796,-0.0841,20795,2876,15366,48,18,10,1
1820,53,789,118524,351,8868,20964,547,927,927,0.914,-0.337,38244,2781,12455,3387,779,22,1
40,63,4,421,493,91,595,1395,369,367,3.0529,-5.0905,23290,1853,7585,45,18,9,1
249,17,204,413,371,468,680,75,1575,1564,8.3987,-0.7042,47041,1715,8940,91,31,24,1
5,5,19,1071,418,103,33,74,832,829,1.4996,-0.2429,36244,1745,5783,296,104,61,1
43,8,4,732,517,55,326,19,1287,1287,0,0,43683,2872,12595,664,205,50,1
1072,278,50,958,595,131,3507,1190,2776,2777,6.6054,-6.1073,58795,3685,14709,684,249,125,1
84,85,13,1683,617,73,534,285,1836,1829,4.7469,-0.3267,50473,3044,17654,551,201,126,1
12,1,1,485,852,31,99,11,945,945,0,0,38533,3156,12488,4,2,2,1
2,0,2,1691,6,65,33,5,985,985,0,0,39219,3198,7212,0,0,0,1
196,35,10,148,189,213,2035,373,666,666,0,-0.004,32416,3078,15645,0,0,0,1
206,16,28,249,224,196,1246,144,478,478,0.1524,-0.8601,27023,2198,10115,7,2,2,1
13,0,11,322,401,351,298,16,543,543,0,0,29044,3212,9232,0,0,0,1
158,23,16,977,472,242,1775,257,708,710,0.9838,-1.9371,33544,2194,11018,241,93,50,1
217,85,127,1021,639,362,758,383,1033,1019,12.9508,-1.9136,39837,1221,7037,605,208,124,1
0,0,1,878,727,16,5,0,1441,1441,0,0,45652,2678,3432,0,0,0,1
197,553,17,1358,802,539,1394,3516,1156,1101,33.2422,-23.4758,41278,2827,9855,106,41,7,1
80,72,7,324,90,161,1016,1286,400,407,2.5872,-7.5502,24415,1617,7431,24,11,7,1
15,2,7,1120,283,81,193,27,507,507,0,0,27746,2778,9978,1940,19,14,1
11,3,2,200,328,73,235,21,498,501,1.0987,-2.1038,27570,1941,11643,605,210,113,1
0,0,0,485,804,15,15,0,205,205,0,0,17949,3200,10610,0,0,0,1
26,13,11,602,1090,37,113,70,1260,1260,1.1363,-1.3509,43358,2763,16308,269,95,65,1
0,0,0,58,173,1,7,0,434,434,0,0,25571,3200,9644,0,0,0,1
191,157,53,2288,316,198,753,604,983,963,17.4949,-7.0741,38836,1675,8832,70,24,22,1
99,94,21,5654,354,141,663,582,510,505,6.2296,-3.1131,27708,1235,7792,161,58,45,1
23,19,14,291,387,50,162,169,598,593,4.5823,-1.5403,30477,1201,7683,392,141,67,1
0,0,6,309,456,10,2,0,3113,3113,0,0,60933,3200,4532,0,0,0,1
0,0,1,1126,542,27,34,0,320,320,0,0,21608,3200,20714,0,0,0,1
817,240,89,1526,647,1837,10869,1996,1044,1030,8.789,-4.1895,40052,3912,13956,139,59,35,1
225,10,46,1246,928,341,1355,88,943,933,4.4301,-0.6825,38335,1334,7503,347,126,57,1
115,36,4,336,987,87281,1591,248,349,349,0,0,22706,1467,6971,52,19,17,1
3,31,2,8,17,23,43,573,633,633,0,0,31644,2274,8586,52,18,3,1
13,0,7,7674,558,348,385,17,251,251,0.1783,0,19399,3199,18499,6,2,2,1
4,1,4,121,174,26,35,52,496,496,0,-0.3149,27424,3442,8075,4033,2,2,1
514,267,68,1694,602,484,2356,1134,2485,2425,25.9871,-7.2998,56217,4372,14616,2885,583,96,1
721,189,125,1868,980,839,5748,1901,1137,1137,0,-0.109,41867,3065,15146,480,171,99,1
0,0,0,2128,0,54,15,0,90,90,0,0,13958,3200,12962,0,0,0,1
577,18,292,463,372,542,1025,108,2571,2571,0,0,57317,1809,4696,1706,592,252,1
237,211,45,1918,405,584,3766,1565,897,889,3.4365,-1.1706,37520,2386,15838,185,65,53,1
109,46,24,569,671,140,673,389,1003,1003,0,0,39608,3210,15415,214,81,60,1
49,0,7,1232,46,24,155,1,2143,2143,0,0,53118,3197,9227,0,0,0,1
267,34,73,244,331,175,833,161,1350,1350,0.4339,0,44404,1621,8657,327,111,81,1
167,24,37,1221,331,137,1117,391,1795,1795,0.6915,-0.1823,50105,2746,13283,987,338,119,1
153,30,16,771,424,365,2893,374,565,565,0.9657,-0.523,29701,3198,14370,131,48,35,1
27,32,5,305,482,62,484,196,515,515,0.6932,-0.8284,28055,1394,7653,552,197,75,1
279,338,50,361,488,105,971,1239,2372,2392,29.2442,-30.3088,55949,2922,12998,334,122,88,1
0,0,0,488,956,4,10,0,637,637,0,0,31708,3046,9577,0,0,0,1
257,17,150,1647,1052,347,665,97,1979,1967,7.2067,-2.1415,51733,1194,6946,1521,515,294,1
83,32,28,1030,243,365,909,303,955,955,0,0,38684,3114,16386,3957,829,19,1
204,141,46,2312,768,699,3196,1968,1449,1441,3.7355,-0.837,45654,4444,22277,585,214,95,1
0,0,0,840,0,3,1,0,1009,1009,0,0,39741,3200,1649,0,0,0,1
179,9,16,104,178,75,572,63,2258,2258,0.104,-0.0355,54265,3023,10366,1068,380,29,1
158,40,61,678,278,405,1592,249,977,977,1.5605,0,39033,2828,13475,55,21,17,1
0,0,0,184,835,3,0,0,2086,2086,0,0,52600,3200,6173,0,0,0,1
11,2,4,424,105,46,138,25,723,723,0.6718,-0.1573,33941,1557,9370,355,123,53,1
412,366,71,388,172,135,1120,1019,2292,2293,22.6063,-12.3775,54608,1984,8983,482,169,93,1
155,1,120,324,204,535,738,3,866,866,0.5667,0,37063,1415,7535,192,46,9,1
167,101,51,734,409,445,1733,1298,867,867,0.6249,0,37090,3382,17718,694,248,88,1
0,0,5,346,572,60,8,1,577,577,0,0,30022,3200,11980,2,1,1,1
1419,77,244,2952,1172,85237,2864,335,1234,1234,0,-0.1803,43093,2453,12893,120,45,38,1
42,3,14,303,124,52,131,7,2583,2583,0,-0.8753,57402,2726,13103,0,0,0,1
25,40,14,398,367,154,305,567,865,867,0.4414,-4.2342,37082,4668,12064,0,0,0,1
0,0,0,176,393,4,1,0,814,814,0,0,36032,3200,14447,0,0,0,1
67,26,7,934,648,39,392,149,4111,4102,4.2897,-0.4811,65064,3155,10489,4050,1378,78,1
21,1,7,897,794,46,229,10,1490,1490,0,0,46202,2913,13113,2542,804,116,1
210,93,54,843,927,432,1662,1019,1314,1307,17.6802,-5.3572,43960,4028,20627,531,171,101,1
197,6,65,1132,981,337,1026,82,1748,1748,5.0935,-0.4578,49553,2179,11853,1349,422,160,1
3,1,7,1606,0,139,31,3,673,673,0,0,32661,3127,7341,0,0,0,1
5,0,7,1967,0,9,6,0,738,738,0,0,34198,3180,11753,0,0,0,1
20,0,31,13405,0,2000,971,81,186,186,0,0,17322,3222,18486,290,103,5,1
20,19,9,605,94,63,697,117,494,494,1.5119,-0.3341,27416,2629,14942,0,0,0,1
64,1,23,3585,149,520,869,23,306,306,0.0726,0,21071,1194,4787,476,97,13,1
0,0,3,666,1482,4,0,0,2302,2302,0,0,54873,3200,3266,0,0,0,1
0,0,4,687,6,24,2,0,1460,1460,0,0,45906,3200,3579,1,1,1,1
1776,532,214,335,201,367,4098,1123,2000,1996,1.9838,-0.377,51947,2212,11315,385,133,94,1
152,85,69,238,379,132,361,311,1482,1498,7.4642,-7.5823,46340,1277,7687,544,192,121,1
2063,21,825,13314,469,16724,40135,243,675,675,0.5643,0,32686,2969,12768,99,23,17,1
130,5,76,1693,1441,1028,1587,135,1397,1397,1.7537,-0.1358,45127,4099,14850,681,242,50,1
0,0,0,2834,0,4,8,0,1355,1355,0,0,44465,3233,5706,2,1,1,1
13,5,10,3392,173,15,83,8,2399,2396,1.701,0,56017,3132,13663,1096,395,54,1
0,0,1,267,305,9,3,0,1804,1804,0,0,50177,3200,13335,11,4,4,1
165,28,31,239,355,185,2377,294,768,768,0,0,34811,3206,14099,230,84,51,1
92,115,37,1967,806,354,1182,1027,764,764,0,0,34779,3181,13797,433,168,87,1
0,0,2,481,837,13,1,0,969,969,0,0,38920,3200,11974,0,0,0,1
21,1,28,1192,175,441,354,52,234,233,0.7137,0,18911,1229,6997,39,12,10,1
110,80,7,195,257,6245,1490,1101,458,458,0,0,26282,2769,12664,37,14,12,1
3,0,0,953,0,18,33,0,501,501,0,0,27574,3200,6941,0,0,0,1
43,23,3,170,301,70,887,409,332,332,0.693,-0.6801,22074,3196,11828,10,4,2,1
276,232,65,2306,423,295,1099,816,3220,3224,11.1176,-9.2197,61226,4158,24442,808,366,219,1
17,1,3,575,622,37,171,12,1058,1058,0,-0.076,40551,1218,6462,959,254,23,1
5,1,11,971,677,184,60,25,320,320,0,-0.9986,21661,3119,10918,23,5,3,1
134,35,23,471,898,424,2262,417,315,314,1.5247,-0.224,21292,1893,9725,534,160,13,1
15,2,5,1722,940,81,101,24,396,396,0.5449,0,24047,1310,5366,49,18,7,1
27,72,4,205,125,29,299,943,2071,2076,0.6905,-1.8436,52590,4525,21336,1011,383,117,1
0,0,2,191,480,2,0,0,1638,1638,0,0,47917,3200,6684,0,0,0,1
77,8,19,294,706,93,459,49,1756,1756,1.0079,-0.168,49663,2817,16577,2835,1036,420,1
0,0,0,378,0,0,0,0,3433,3433,0,0,62593,3202,8640,0,0,0,1
26,0,2,228,128,16,81,0,810,810,0,0,35837,1195,3547,356,88,39,1
16,15,5,138,444,54,275,188,474,476,1.132,-1.3608,26935,1612,6799,136,43,15,1
510,176,42,621,466,4506,17133,1295,869,870,0.0591,-2.0261,37199,3313,11518,149,55,40,1
867,173,283,1265,719,886,3189,669,1522,1515,10.8098,-4.1827,46610,1990,11270,584,210,114,1
199,3,138,34320,4,540,711,10,2296,2296,0,0,54672,3179,12371,376,39,24,1
103,5,370,40133,22,1977,1265,58,689,689,2.2569,0,33017,3044,12793,3,1,1,1
70,76,13,82,96,80,990,926,478,473,1.0216,-0.8299,26907,2678,11160,0,0,0,1
1060,707,227,4543,138,1509,4776,2797,1573,1560,4.4809,-0.595,47013,3088,14498,275,99,68,1
86,20,72,888,205,366,555,94,688,688,1.0027,-0.8148,32981,1324,4744,325,38,13,1
5,0,17,148,269,20,7,0,7117,7117,0,0,75475,3200,18295,0,0,0,1
196,43,87,319,299,334,686,209,1145,1141,9.2743,-1.9409,41969,1639,9882,541,153,119,1
0,0,0,555,388,1,8,0,225,225,0,0,18737,1664,3898,4482,3,3,1
270,100,70,1397,569,198,762,338,1946,1945,1.9845,-1.9401,51471,2345,11400,841,287,156,1
26,208,9,462,855,43,231,785,852,838,7.3916,-2.9704,36535,1195,7178,82,27,22,1
289,242,6,897,1221,89,2684,2274,1131,1138,5.4344,-8.1318,41895,3711,14528,63,25,22,1
931,303,219,1112,176,1000,5411,1758,2310,2253,24.3381,-10.0903,54251,3894,17999,258,98,67,1
24,32,12,1345,159,188,472,218,356,355,1.0347,-0.1464,22916,1507,9209,182,69,47,1
157,494,61,1461,212,290,793,1858,3043,3032,22.4122,-16.4025,60450,4730,19137,1175,418,186,1
106,57,13,360,282,315,1002,318,544,540,8.4229,-4.1256,28956,1467,9119,129,43,27,1
225,183,27,202,484,375,2256,1668,1160,1150,6.5309,-3.5963,42096,4422,18576,199,83,57,1
5,0,1,198,10,17,21,5,3376,3376,0,0,62271,3454,7675,452,165,72,1
10,2,73,1156,306,529,122,85,585,585,0,0,30203,3140,11038,3,1,1,1
53,6,91,3111,509,4135,2903,641,340,340,0,-1.0389,22383,4157,17139,1781,550,106,1
0,0,0,141,98,5,1,0,39,39,0,0,11328,3200,8384,0,0,0,1
6505,282,855,8634,106,4819,38248,1502,576,576,1.5797,0,30021,1839,7848,81,20,15,1
91,139,53,228,132,197,624,700,965,964,1.7467,-0.0995,38847,2039,12604,842,307,149,1
4,2,1,101,158,2,22,8,336,336,0.0433,0,22165,1484,9295,27,14,8,1
4,5,0,233,161,9,112,112,318,318,0,-0.0256,21499,1316,6995,149,61,21,1
21,49,4,922,327,94,629,1324,204,208,3.3373,-5.2597,17991,1484,6704,0,0,0,1
433,101,159,523,475,769,2401,1106,1099,1104,2.0473,-2.3191,41322,3747,20176,238,84,51,1
263,40,39,1106,528,688,7905,630,340,337,8.8516,-3.5748,22165,3178,12877,1403,456,13,1
170,23,50,669,602,243,1377,185,1350,1349,0.6933,-0.1125,44394,2920,16917,744,262,164,1
145,224,26,962,640,296,1476,2146,1337,1344,15.3544,-13.6413,44263,3880,16570,1374,516,203,1
25,80,11,489,1371,40,245,760,298,301,0.7486,-2.3335,20838,1258,6470,43,17,15,1
2,0,0,690,1559,4,52,1,423,423,0,0,25091,2769,10669,6447,2188,2,1
16,1,1,80,44,27,231,17,605,605,0.0409,0,30836,1962,11444,315,118,82,1
1,0,3,338,154,21,15,0,308,308,0,0,21125,3200,18284,0,0,0,1
4905,300,4110,392,313,4145,5215,647,1945,1950,22.4558,-14.2278,51529,1714,9573,276,95,79,1
97,32,54,798,416,184,382,188,692,692,0,0,33079,1300,5927,198,53,31,1
299,423,27,400,270,141,1543,1303,2765,2742,19.4701,-6.9185,58596,3741,17510,523,189,139,1
577,243,82,749,315,162,1499,753,1886,1872,28.9363,-18.762,50815,2095,8433,345,123,57,1
17,17,2,650,420,25,191,235,669,669,0.8105,-1.7303,32457,3171,8896,222,89,68,1
123,15,100,3668,466,572,312,102,1182,1182,0,0,42496,3155,9836,0,0,0,1
91,19,10,502,1064,106,770,138,1159,1158,1.1986,-0.6946,42203,2183,10250,1688,520,21,1
404,679,300,3588,99,391,909,1834,1526,1495,64.3521,-35.8378,46305,1248,5516,0,0,0,1
676,500,139,6830,230,388,3127,2818,3284,3274,21.3575,-13.8223,61487,4897,18263,2372,854,169,1
6,0,5,117,365,11,38,0,721,721,0,0,33883,1856,6320,0,0,0,1
70,64,58,821,900,262,396,321,1171,1152,14.7449,-3.4132,42102,1987,9531,58,20,18,1
278,49,46,2037,1005,242,1703,415,832,826,4.5462,-3.1057,36232,1693,9931,662,246,97,1
19,0,16,12025,0,50,71,0,1062,1062,0,0,40615,3199,1869,0,0,0,1
3106,150,1405,154114,76,6714,17885,796,989,989,2.5806,-2.2461,39257,2616,8451,1102,332,76,1
720,177,1543,48509,122,8707,4551,1417,1153,1104,43.0232,-12.4908,41347,3183,9948,202,45,6,1
424,88,52,892,268,407,2687,623,1468,1469,5.6777,-8.0606,45986,4513,18338,204,99,37,1
138,32,24,162,283,100,769,220,558,558,0,0,29478,2164,9544,61,22,21,1
43,19,7,159,290,28,151,42,601,601,0.2706,0,30698,1297,8520,0,0,0,1
75,45,8,279,295,104,407,318,813,814,1.5475,-1.6239,35998,2026,9912,245,91,51,1
8,0,1,8516,337,155,99,0,567,567,0,0,29809,3245,13521,26,22,3,1
102,46,17,847,384,102,625,369,910,909,9.7931,-1.8265,37939,3068,9476,140,58,22,1
103,126,13,479,794,2122,824,781,1636,1630,9.2258,-6.168,47821,4548,20009,692,323,81,1
86,2,28,1867,258,1252,2337,94,270,270,0.3563,-0.1177,20116,1741,7580,1067,342,27,1
2,4,17,317,274,248,11,68,477,477,0,-0.8303,26994,2986,11968,12,3,1,1
94,47,12,117,359,126,628,536,1067,1067,0.3878,-1.3964,40725,4216,18481,72,31,27,1
93,24,74,2599,236,485,667,414,1372,1372,0,0,44807,4115,12759,315,35,10,1
0,0,2,2897,0,25,2,0,801,801,0,0,35653,3201,605,0,0,0,1
2365,145,567,374,108,866,3729,559,1776,1776,0,0,49955,3081,6874,380,28,21,1
6,1,4,256,291,6,34,2,1461,1461,0,0,45920,3199,9145,255,126,42,1
84,13,21,231,388,202,1030,160,555,554,3.1835,-0.4648,29381,1839,11753,333,83,66,1
53,7,7,810,414,39,196,34,1655,1655,0.1794,0,48239,2366,14306,517,192,62,1
946,124,46,491,440,544,10196,1426,948,949,4.0555,-4.8764,38543,3441,12444,127,33,26,1
10,0,4,2830,358,120,200,4,252,252,0,0,19402,2627,10802,0,0,0,1
77,198,11,292,448,74,909,3124,481,483,0.701,-1.1174,27120,3288,14115,33,17,9,1
1250,61,265,4445,725,10302,48415,1391,679,661,4.1443,-1.1143,32380,3715,13820,783,341,14,1
45,35,20,390,780,139,463,85,1151,1148,2.1745,-0.369,42083,2207,14635,1303,482,155,1
1,0,2,768,1013,12,9,0,1720,1720,0,0,49215,3201,198,0,0,0,1
126,67,19,417,280,154,1426,896,781,786,3.8181,-5.8433,35319,3638,18801,87,31,23,1
170,41,6,404,509,92,1463,722,308,308,0.6878,-0.2742,21125,1440,7184,13,5,5,1
205,51,37,762,526,9530,34378,516,536,536,0,-0.2594,28689,2667,12095,35,13,8,1
0,0,15,281,1647,17,3,0,4317,4317,0,0,65997,3200,9931,0,0,0,1
0,0,0,3907,0,1438,449,7,22,22,0,0,9924,3244,1549,4968,125,5,1
1,0,0,193,187,18,15,47,282,282,0,0,20451,3141,16069,9,1,1,1
54,54,15,3229,189,166,666,759,556,554,3.5928,-2.5883,29400,1897,9400,182,64,20,1
174,208,15,915,267,345,2864,3419,487,532,13.7236,-20.2478,28595,2062,8057,17,7,5,1
6,0,15,862,601,105,24,0,901,901,0,0,37744,2689,5040,0,0,0,1
0,0,0,69,26,10,2,0,546,546,0,0,29191,3200,16442,0,0,0,1
35,14,58,1729,134,430,467,70,1006,1006,0,-0.884,39694,2707,12270,8,4,4,1
909,929,136,391,354,219,1641,1790,5495,5514,35.2972,-44.8317,70048,3950,15519,434,146,98,1
37,34,6,1223,925,70,529,405,469,468,4.9987,-1.3326,26556,1839,8179,231,83,36,1
